,labels,oriw,orix,oriy,oriz,posex,posey
2288,1,0.9777100065,0,0,-0.2099598609,0.8113646435,-1.5269148344
2289,1,0.9755537254,0,0,-0.2197610721,0.8201529022,-1.5308718114
2290,1,0.9721249239,0,0,-0.2344634991,0.8288214477,-1.5349860855
2291,1,0.9697017036,0,0,-0.2442920508,0.8372100046,-1.5392824225
2292,1,0.9671791156,0,0,-0.2540955693,0.8453596417,-1.5436668811
2293,1,0.9645343875,0,0,-0.2639572225,0.8535302653,-1.5482783091
2294,1,0.9617173984,0,0,-0.2740431454,0.8617151353,-1.5531207561
2295,1,0.9586957185,0,0,-0.2844336817,0.8698330383,-1.558156031
2296,1,0.9555360523,0,0,-0.2948742999,0.8778043293,-1.5633425434
2297,1,0.9522360425,0,0,-0.3053629305,0.8856605801,-1.5687017144
2298,1,0.9488760116,0,0,-0.3156490369,0.8933277008,-1.5741827415
2299,1,0.9437143908,0,0,-0.3307614679,0.9010451546,-1.5799561345
2300,1,0.940288127,0,0,-0.3403795502,0.9085409893,-1.5859464094
2301,1,0.9367638412,0,0,-0.3499621491,0.9159784748,-1.5921430887
2302,1,0.9331419008,0,0,-0.3595082655,0.92322348,-1.5984344186
2303,1,0.9294226834,0,0,-0.3690169043,0.9301171559,-1.6046720802
2304,1,0.9256065766,0,0,-0.3784870743,0.9368199651,-1.6109906972
2305,1,0.9215585133,0,0,-0.3882394965,0.9435444961,-1.6175942629
2306,1,0.9173729683,0,0,-0.3980286887,0.9501876607,-1.62439939
2307,1,0.9131190232,0,0,-0.4076930824,0.9567426955,-1.6314067041
2308,1,0.9087632685,0,0,-0.4173120198,0.9631482959,-1.6385508777
2309,1,0.9020963043,0,0,-0.4315347701,0.9693182275,-1.6457316868
2310,1,0.8976817714,0,0,-0.4406443433,0.9750989834,-1.6529035368
2311,1,0.8931752509,0,0,-0.4497087626,0.9808637901,-1.6603596351
2312,1,0.8885772045,0,0,-0.4587270992,0.9865018675,-1.6679651698
2313,1,0.8837247921,0,0,-0.4680069356,0.9919848198,-1.6756832856
2314,1,0.8788171127,0,0,-0.4771587603,0.9973288979,-1.6835498108
2315,1,0.8737297789,0,0,-0.4864116296,1.0025084521,-1.6915256248
2316,1,0.8686315144,0,0,-0.4954586684,1.0074285617,-1.6994640425
2317,1,0.8634395757,0,0,-0.5044522764,1.0122912887,-1.7076864649
2318,1,0.8555450336,0,0,-0.5177283994,1.0170869122,-1.7161938534
2319,1,0.8501684899,0,0,-0.5265107205,1.0215779081,-1.7247697486
2320,1,0.8448418932,0,0,-0.5350160516,1.0258533407,-1.7333599529
2321,1,0.8394302097,0,0,-0.5434674995,1.0298825798,-1.7418800251
2322,1,0.8338858221,0,0,-0.5519369853,1.0337225556,-1.7504403372
2323,1,0.8282559841,0,0,-0.5603499128,1.0373551195,-1.7589981214
2324,1,0.8224916407,0,0,-0.568777198,1.0409088814,-1.767865202
2325,1,0.8164400437,0,0,-0.5774302165,1.0442356859,-1.7766832953
2326,1,0.8096320779,0,0,-0.5869377295,1.0473897451,-1.7856098841
2327,1,0.7980574412,0,0,-0.6025813808,1.0503474542,-1.7946483213
2328,1,0.7899945266,0,0,-0.6131138947,1.0528694957,-1.8035078855
2329,1,0.7817926168,0,0,-0.6235385347,1.0552191461,-1.8126791023
2330,1,0.7733978379,0,0,-0.6339209606,1.0573152105,-1.8218678407
2331,1,0.7648089685,0,0,-0.6442571239,1.0591819268,-1.8311929016
2332,1,0.7560819708,0,0,-0.6544769312,1.060768383,-1.8403966569
2333,1,0.7471604226,0,0,-0.6646437413,1.062143589,-1.8498929583
2334,1,0.7381610504,0,0,-0.6746245353,1.0632365826,-1.8592112051
2335,1,0.7290880923,0,0,-0.6844198665,1.0640902393,-1.8686828819
2336,1,0.7201274022,0,0,-0.6938418585,1.0646960797,-1.8782590967
2337,1,0.7064276817,0,0,-0.7077852291,1.065051125,-1.8878052103
2338,1,0.6971651029,0,0,-0.7169106077,1.0650332764,-1.8971020308
2339,1,0.6877846557,0,0,-0.7259147797,1.0647689304,-1.9065657614
2340,1,0.6782879263,0,0,-0.7347962228,1.0642585935,-1.9160194184
2341,1,0.6686116304,0,0,-0.7436117856,1.0635026106,-1.925456609
2342,1,0.6588207713,0,0,-0.7522999344,1.0625134007,-1.9347435579
2343,1,0.6489834216,0,0,-0.7608025489,1.0612645495,-1.94412825
2344,1,0.6391034706,0,0,-0.7691207668,1.059778818,-1.9534351829
2345,1,0.6292525699,0,0,-0.7772008771,1.0580688192,-1.9626167873
2346,1,0.6143540583,0,0,-0.7890304753,1.0561076892,-1.9718352669
2347,1,0.6041819699,0,0,-0.7968463762,1.053807771,-1.9809311305
2348,1,0.5936998114,0,0,-0.8046866061,1.0512407346,-1.9900881887
2349,1,0.5829032225,0,0,-0.8125415886,1.048472621,-1.9990526689
2350,1,0.5718595516,0,0,-0.8203515425,1.045425142,-2.0080612349
2351,1,0.560855761,0,0,-0.8279135313,1.0421646096,-2.0169040471
2352,1,0.5496790902,0,0,-0.8353759021,1.0386375001,-2.0257358583
2353,1,0.5386237411,0,0,-0.8425464174,1.0348911865,-2.0344305239
2354,1,0.527400726,0,0,-0.8496166631,1.0308633525,-2.0431395701
2355,1,0.5162344038,0,0,-0.8564473366,1.0266248425,-2.0517004915
2356,1,0.49924406,0,0,-0.8664614063,1.0222035179,-2.0600721081
2357,1,0.4879358341,0,0,-0.8728795002,1.0174768916,-2.0682259662
2358,1,0.4766218324,0,0,-0.8791084284,1.0125845222,-2.07618151
2359,1,0.4652283273,0,0,-0.8851907159,1.0074650388,-2.0840437773
2360,1,0.4537572192,0,0,-0.8911253481,1.0020958252,-2.091841445
2361,1,0.4417407394,0,0,-0.897142753,0.9966775133,-2.0992909059
2362,1,0.4294868695,0,0,-0.9030731028,0.9909829477,-2.1066934648
2363,1,0.4169154573,0,0,-0.9089452687,0.9850351408,-2.1140044149
2364,1,0.4047426297,0,0,-0.9144306446,0.9788589451,-2.121179837
2365,1,0.3867109616,0,0,-0.9222009717,0.9724360174,-2.128250929
2366,1,0.374687504,0,0,-0.9271511604,0.9657404317,-2.1350644064
2367,1,0.3624380383,0,0,-0.9320078693,0.9589006145,-2.1416718486
2368,1,0.3503708561,0,0,-0.9366110523,0.9520148249,-2.1479815123
2369,1,0.3382452298,0,0,-0.9410580027,0.9448718395,-2.1541951936
2370,1,0.3258981829,0,0,-0.9454048733,0.9376036378,-2.1601951638
2371,1,0.3132466822,0,0,-0.9496717939,0.9301136915,-2.1660553766
2372,1,0.3006225709,0,0,-0.9537431886,0.9224699456,-2.1717135158
2373,1,0.2879455667,0,0,-0.9576467776,0.9147486779,-2.1771179976
2374,1,0.268667656,0,0,-0.9632329368,0.9069223426,-2.1822922448
2375,1,0.2559519504,0,0,-0.966689505,0.898858171,-2.1871703115
2376,1,0.2431071546,0,0,-0.9699994389,0.8906682558,-2.1918341819
2377,1,0.2301346622,0,0,-0.9731587934,0.8823199039,-2.1962992793
2378,1,0.2170359588,0,0,-0.9761636095,0.8738171797,-2.2005589827
2379,1,0.2043252041,0,0,-0.9789030651,0.8654348183,-2.204480217
2380,1,0.1918368481,0,0,-0.9814268305,0.8570314997,-2.2081480439
2381,1,0.1794890528,0,0,-0.9837599707,0.8483004133,-2.2116969212
2382,1,0.1668547905,0,0,-0.98598148,0.839522799,-2.2150102043
